Index,SMILES,ER Binding True,CERAPP ER Binding Consensus,HC ER Binding RF,ER Agonist True,CERAPP ER Agonist Consensus,HC ER Agnoist RF,ER Antagonist True,CERAPP ER Antagonist Consensus,HC ER Antagonist RF
5520,CC1C=CC(=O)C(C)CC(CC=O)C(OC2OC(C)C(OC3CC(C)(O)C(O)C(C)O3)C(C2O)N(C)C)C(C)C(O)CC(=O)OC(CC)C(COC2OC(C)C(O)C(OC)C2OC)C=1,0,,,0,,,0,,
5521,CC(=CC(C)CC(C)CC(C)C)C1CC(=O)OC1=O,,,,0,0,0,,,
5522,NC1Nc2[nH]cc(CCc3ccc(cc3)C(=O)NC(CCC(O)=O)C(O)=O)c2C(=O)N=1,0,0,,0,0,,0,0,
5523,OC(=O)C=CC1=CC=CC=C1,0,1,0,0,0,0,0,1,0
5524,CN(C)C1=CC=C(SC#N)C=C1,0,0,0,0,0,0,0,0,0
5525,CC(C)CC(=O)OC(C)(CCC=C(C)C)C=C,0,0,0,0,0,0,0,0,0
5526,OCCNC(=O)CN1C=CN=C1[N+]([O-])=O,0,0,0,0,0,0,0,0,0
5527,NC(=O)C(Cl)Cl,0,0,0,0,0,0,0,0,0
5528,CC(C)SCC1=CC=CO1,0,0,0,0,0,0,0,0,0
5529,FC1=CC=C(C=C1)C(=O)CCCN1CCC(CC1)C(=O)C1=CC=C(F)C=C1,0,0,0,0,0,0,0,0,1
5530,CCC(=O)OC(C)C1=CC=CC=C1,0,0,0,0,0,0,0,0,0
5531,CNC(=O)OC1=CC(C)=C(C)C=C1,,,,1,0,1,,,
5532,CCCCNC(C)(C)P(O)=O,0,0,0,0,0,0,0,0,0
5533,OC1=NC(Cl)=C(Cl)C=C1Cl,0,0,0,0,0,0,0,0,0
5534,[O-][N+](=O)C1=CC(=CC=C1)[N+]([O-])=O,0,0,0,0,0,0,0,0,0
5535,CC1=C(C)C(=O)C(CCCCC#CCCCC#CCO)=C(C)C1=O,,,,0,0,0,,,
5536,OC1=C2N=CC=CC2=C(Cl)C=C1Cl,,,,0,0,1,1,0,1
5537,NC1=CC=C(Br)C=C1,,,,0,0,0,,,
5538,CC12CCC(CC1CCC1C2CCC2(C)C(CCC21O)C1COC(=O)C=1)OC1CC(O)C(OC2CC(O)C(OC3CC(O)C(O)C(C)O3)C(C)O2)C(C)O1,,,,0,0,,,,
5539,CC=CC1CSC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C=1C(O)=O,0,,0,0,,0,0,,0
5540,OCCN1CCCC1=O,0,0,0,0,0,0,0,0,0
5541,CCCCC(CC)COC(=O)C(C)=C,0,0,0,0,0,0,0,0,0
5542,CC(C)N=C1C=C2C(CC1=Nc1ccc(Cl)cc1)=Nc1ccccc1N2c1ccc(Cl)cc1,,,,0,0,,,,
5543,OC(=O)CONC(=O)C1=CC=CC=C1,0,0,0,0,0,0,0,0,0
5544,CC(=O)NCCCCCC(O)=O,0,0,0,0,0,0,0,0,0
5545,COc1cccc2OCC3CN(CCCCN4C(=O)Nc5c([s]c6[n]cc([n]c56)-c5ccccc5)C4=O)CC3c12,,,,0,0,,,,
5546,NC1=CC2=NC3=CC(N)=CC=C3C=C2C=C1,1,0,1,1,0,1,,,
5547,CC=C1C(=O)CC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,,,,0,,1,,,
5548,CN1C=CN(CC)C1C,0,0,0,0,0,0,0,0,0
5549,O=S1OCCO1,0,0,0,0,0,0,0,0,0
5550,COC1C=COC2(C)Oc3c(c4c(c(O)c3C)c(O)c(NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)c(C=NN1CCN(CC1)C1CCCC1)c4O)C2=O,,,,0,,,,,
5551,[O-][N+](=O)C1=CC=C(C=CC(=O)C2=CC=CC=C2)C=C1,0,1,0,0,1,0,0,1,0
5552,CCOC(=O)CC(CC(=O)OCC)(OC(C)=O)C(=O)OCC,0,0,0,0,0,0,0,0,0
5553,CC1=C(N)C=CC(CC2=CC(C)=C(N)C=C2)=C1,0,0,1,0,0,1,0,0,1
5554,CCCCS(Cl)(=O)=O,0,0,0,0,0,0,0,0,0
5555,CC12CCC(CC1)C(C)(C)O2,,,,0,0,0,0,0,0
5556,C=CC1=CC=C(C=C)C=C1,0,0,0,0,0,0,0,0,0
5557,C(CC1=CC=CC=C1)NC1=NC(=CS1)C1=CC=CC=C1,,,,,,,0,0,1
5558,CC(=O)C1=CN=CC=C1,0,0,0,0,0,0,0,0,0
5559,CCCNCCC,,,,,,,0,0,0
5560,CN1C(C2=CC=C(Cl)C=C2)S(=O)(=O)CCC1=O,0,0,0,0,0,0,0,0,0
5561,OCCCCO,0,0,0,0,0,0,0,0,0
5562,CN1CCCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,0,0,1,0,0,0,0,0,1
5563,CCCC(C)C1(CC)C(=O)NC(O)=NC1=O,0,0,0,0,0,0,0,0,0
5564,CN1CCN(CCCN2C3=C(SC4=C2C=CC=C4)C=CC=C3)CC1,0,0,1,0,0,0,0,0,1
5565,CCOC1=CC=CC(N)=C1,0,0,0,0,0,0,0,0,0
5566,CCCOCC(C)OCC(C)O,0,0,0,0,0,0,0,0,0
5567,OCCN1CCNCC1,0,0,0,0,0,0,0,0,0
5568,CC(=O)OC(C)=O,0,0,0,0,0,0,0,0,0
5569,COC=C(C(=O)OC)C1=CC=CC=C1OC1=CC(OC2=CC=CC=C2C#N)=NC=N1,,,,0,0,0,1,0,1
5570,CCCCCCCCP(CCCCCCCC)(CCCCCCCC)CCCCCCCC,,,,,,,1,0,
5571,COC(=O)NN,0,0,0,0,0,0,0,0,0
5572,CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,,,,0,0,0,0,0,1
5573,CCCC(=O)OCCC1=CC=CC=C1,0,0,0,0,0,0,0,0,0
5574,FC1=CC=C(C=C1)N1CCN(CCCC(=O)NC2C3=CC=CC=C3CSC3=CC=CC=C23)CC1,,,,0,0,0,,,
5575,OCCN1CCN(CCC=C2C3=C(SC4=C2C=C(Cl)C=C4)C=CC=C3)CC1,0,0,0,0,0,0,0,0,1
5576,CCCCC(CC)C(Cl)=O,,,,,,,0,0,0
5577,CCOCCOCCOCCO,0,0,0,0,0,0,0,0,0
5578,FC1=CN(C2CCCO2)C(=O)NC1=O,0,0,0,0,0,0,0,0,0
5579,CCCCC(F)(F)C1(O)CCC2C(CC(=O)C2CCCCCCC(O)=O)O1,0,0,0,0,0,1,0,0,0
5580,ClC1=CC=CC(Cl)=C1S(Cl)(=O)=O,0,0,0,0,0,0,0,0,0
5581,C[Si]1(C)N[Si](C)(C)N[Si](C)(C)N1,,,,0,0,0,0,0,0
5582,CCOC(=O)C1(CCCN(C)CC1)C1=CC=CC=C1,0,0,0,0,0,0,0,0,0
5583,CCN(CC)CCOC1=CC=C2N=C(SC2=C1)N(C)C,,,,,,,0,0,1
5584,CCOP(=S)(OCC)OC1=CC=C(Cl)C=C1Cl,0,0,1,0,0,0,0,0,0
5585,CCCCCCCCC1CCC(=O)O1,0,0,0,0,0,0,0,0,0
5586,NCC1=CC=CC=C1,0,0,0,0,0,0,0,0,0
5587,CC(=Cc1ccccc1)[N+]([O-])=O,,,,0,,0,,,
5588,CCCN,,,,,,,0,0,0
5589,CCOC(=O)NNC1=NN=CC2=CC=CC=C12,0,0,0,0,0,0,0,0,0
5590,ClCCOC(=O)C=C,0,0,0,0,0,0,0,0,0
5591,CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2(O)C(=O)CO,,,,0,1,1,0,1,0
5592,CC(C)NC1=CC=CN=C1N1CCN(CC1)C(=O)C1=CC2=CC(NS(C)(=O)=O)=CC=C2N1,0,0,,0,0,,0,0,
5593,CC12CCC3C(CCc4cc(O)c(cc43)OC)C1CCC2=O,1,,1,1,,1,,,
5594,OC1=C(C=C(C=C1C(=O)N=NCC1=CC=C(O1)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,0,,,0,,,0,,
5595,CC(C)=CCCC(C)(OC(=O)C1=CC=CC=C1N)C=C,0,0,0,0,0,0,0,0,0
5596,CC1=C(OCC(O)=O)C=CC(Cl)=C1,,,,0,0,0,0,0,0
5597,CCN(CC)CCSC(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,0,0,0,0,0,0,0,0,1
5598,[O-][N+](=O)C1=CC(=CC=C1)C(F)(F)F,0,0,0,0,0,0,0,0,0
5599,C=CN1CCCC1=O,0,0,0,0,0,0,0,0,0
5600,NC1=CC(=C(O)C=C1)[N+]([O-])=O,0,0,0,0,0,0,0,0,0
5601,CC(C)OC(=O)COC1=C(Cl)C=C(Cl)C=C1,0,0,0,0,0,0,0,0,0
5602,BrC1=CC(Br)=C(OC2=C(Br)C=C(Br)C(Br)=C2)C=C1,0,0,,0,0,,0,0,
5603,CCC1=C(C(=O)C2=CC(Br)=C(O)C(Br)=C2)C2=CC=CC=C2O1,,,,0,1,1,,,
5604,CC1=C(O)C(=CC=C1)C(O)=O,0,0,1,0,0,0,0,0,0
5605,CCN(CC)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1,,,,0,0,0,,,
5606,NC(CCC(O)=O)C(O)=O,0,0,0,0,0,0,0,0,0
5607,CC(C)CN1C=NC2=C1C(=O)N(C)C(=O)N2C,0,0,0,0,0,0,0,0,0
5608,CC(C)(C)OC(=O)C1=CC=C(O)C=C1,,,,1,1,1,0,1,0
5609,NC1=NCC2N1C1=CC=CC=C1CC1=CC=CC=C21,0,0,0,0,0,0,0,0,0
5610,CCCCCCCCC=CCCCCCCCC(=O)OCCCC,0,0,0,0,0,0,0,0,1
5611,OCC(NC(=O)C(Cl)Cl)C(O)C1=CC=C(C=C1)[N+]([O-])=O,0,0,0,0,0,0,0,0,0
5612,CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,,,,0,0,0,,,
5613,CCCCCCCCS(Cl)(=O)=O,0,0,0,0,0,0,0,0,0
5614,COC1=CC=C(OC)C(=C1)C(O)C(C)N,0,0,0,0,0,0,0,0,0
5615,C=C1CCC2(O)C3Cc4ccc(O)c5OC1C2(CCN3CC1CC1)c45,0,1,0,0,1,0,0,1,1
5616,N1C2=C(C=CC=C2)N=C1C1=CSC=N1,1,0,0,,,,0,0,0
5617,CC1(C)CC2=C(O1)C(O)=CC=C2,0,0,1,0,0,1,0,0,0
5618,CC1=CC=CC(Br)=C1,0,0,0,0,0,0,0,0,0
5619,OC(=O)C1=CC=CC(=N1)C(O)=O,0,0,0,0,0,0,0,0,0
5620,FC(F)(F)C1=CC=CC(=C1)C1=CCN(CCC2=CC=C3C=CC=CC3=C2)CC1,0,0,1,0,0,0,0,0,1
5621,CC(C)NC1=NC(NC(C)C)=NC(Cl)=N1,,,,,,,0,0,0
5622,CC(=O)OCC=Cc1ccccc1,0,,0,0,,0,0,,0
5623,COC1=CC=C(C=O)C=C1OC,,,,0,1,0,0,1,0
5624,CCCCCCCN,0,0,0,0,0,0,0,0,0
5625,CC1=NC2=C(C3=C(C=CC=C3)C=C2)C1(C)C,,,,0,0,1,,,
5626,CC(C)C1=CC=CC(C(C)C)=C1N,0,0,0,0,0,0,0,0,0
5627,O=C1OC(=O)C2=C1C=CC(=C2)C1=CC2=C(C=C1)C(=O)OC2=O,0,1,0,0,0,1,0,1,0
5628,OC1=C(C=CC=C1)C(=O)NC1=CC=CC=C1,,,,,,,0,0,0
5629,CN(C)CCC1=CNC2=CC=C(CS(=O)(=O)N3CCCC3)C=C12,,,,,,,0,0,0
5630,NC(=O)OCC(COC(N)=O)C1=CC=CC=C1,0,0,0,0,0,0,0,0,0
5631,O=C(NC1N=C(c2cccc3CCN(c32)C1=O)c1ccccc1F)c1cc2ccccc2[nH]1,,,,0,0,,,,
5632,CC12CCC3c4ccc(O)cc4CC=C3C1CCC2=O,1,1,1,1,1,1,0,1,1
5633,CCC1=NC(N)=NC(N)=C1C1=CC=C(Cl)C=C1,,,,0,0,1,,,
5634,CCCCCCCCCCC=CC#N,0,0,0,0,0,0,0,0,0
5635,NC1(CCC1)C1=CC=C(C=C1)C1=C(C=C2C3N=NC(=O)N3C=CC2=N1)C1=CC=CC=C1,0,,,0,,0,0,,1
5636,NC(=O)NN=Cc1ccc(o1)[N+]([O-])=O,,,,0,0,0,0,0,0
5637,CCC(C)C(O)=O,0,0,0,0,0,0,0,0,0
5638,CON(C)C(=O)NC1=CC=C(Br)C=C1,0,0,0,0,0,0,0,0,0
5639,CCCCCCCCS(O)(=O)=O,0,0,0,0,0,0,0,0,0
5640,CC1=CC=C(S)C=C1,0,0,0,0,0,0,0,0,0
5641,CC(Cl)=CCCl,0,,0,0,,0,0,,0
5642,OC(=O)C1=C(O)C(CC2=C3C=CC=CC3=CC(C(O)=O)=C2O)=C2C=CC=CC2=C1,1,1,,,,,,,
5643,OC(=O)CCCCCC(O)=O,0,0,0,0,0,0,0,0,0
5644,OC(=O)CC1=CC=CC=C1,0,0,0,0,0,0,0,0,0
5645,CCCCC(CC)CN1C(=O)C2C3CC(C=C3)C2C1=O,0,0,0,0,0,0,0,0,0
5646,O=C1CC=CC=CC1=O,0,0,0,0,0,0,0,0,0
5647,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(O)CC(C)C2NC(COCCOC)OC(C2C)C1(C)O,0,0,,0,0,,0,0,
5648,CN1C(=O)CC(C1=O)C1=CC=CC=C1,0,0,0,0,0,0,0,0,0
5649,Oc1cc2OC(C(Cc2c(O)c1)OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,,,,0,1,,,,
5650,CC1(C)OC(COC(=O)CCc2ccc(cc2)OCC(O)CNCCNC(=O)N2CCOCC2)CO1,0,0,,0,0,,0,0,
5651,CC(=O)OC(C)(C)C,0,0,0,0,0,0,0,0,0
5652,COC1=CC=CC(C=O)=C1,0,0,0,0,0,0,0,0,0
5653,BrCCC1=CC=CC=C1,0,0,0,0,0,0,0,0,0
5654,COC1=NC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1,0,0,0,0,0,0,0,0,0
5655,CC1=NC2=CC=CC=C2C(=O)O1,0,0,0,0,0,0,0,0,0
5656,CC(C)(C)S,0,0,0,0,0,0,0,0,0
5657,CCC(CO)(CO)COCC(CC)(CO)CO,0,0,0,0,0,0,0,0,0
5658,CCCCCCCCCCCCS,0,0,0,0,0,0,0,0,0
5659,CC1=NC2=C(C=CC=C2)N1CC1=CC=C(Cl)C=C1,,,,0,0,0,,,
5660,CCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1,1,1,1,,,,,,
5661,CCC1=CC=CC(CC)=C1NC(=O)CN(CC(O)=O)CC(O)=O,0,0,0,0,0,0,0,0,0
5662,COC(CC1=CC=CC=C1)OC,0,0,0,0,0,0,0,0,0
5663,OC(=O)C1=CC=C(C=C1C(O)=O)S(O)(=O)=O,0,0,0,0,0,0,0,0,0
5664,OC(=O)CCCCC(O)=O,0,0,0,0,0,0,0,0,0
5665,COC1=CC2=C(C=C1OC)C(N)=NC(=N2)N(C)CCCNC(=O)C1CCCO1,0,0,0,0,0,0,0,0,1
5666,O=NN1CCN(CC1)N=O,0,0,0,0,0,0,0,0,0
5667,CC(OC1=C(C)C=C(Cl)C=C1)C(O)=O,,,,0,0,0,0,0,0
5668,OC1OC(=O)C(Cl)=C1C(Cl)Cl,,,,0,0,0,,,
5669,CC(=O)C1=CC2=C(SC3=C(C=CC=C3)N2CCCN2CCN(CCO)CC2)C=C1,0,0,0,0,0,0,0,0,1
5670,C1COCO1,0,0,0,0,0,0,0,0,0
5671,O=NN1CCCC1,0,0,0,0,0,0,0,0,0
5672,CC(C)OP(C)(=O)OC(C)C,,,,0,0,0,,,
5673,CC(=C)C(=O)OCCO,,,,,,,0,0,0
5674,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)CCl,0,1,1,0,1,1,0,0,1
5675,CCN1C2=C(C=CC=C2)C2=C1C=CC(=C2)[N+]([O-])=O,0,0,1,0,0,1,0,0,1
5676,CC(NC(CCc1ccccc1)C(=O)OCC)C(=O)N(CC(O)=O)C1Cc2ccccc2C1,0,0,0,0,0,0,0,0,0
5677,OC1CC(OC1CO)N1C=C(Br)C(=O)NC1=O,0,0,0,0,0,0,0,0,0
5678,CC(=O)NC1=CC=C(NC(=S)NC(=O)C2=CC=C(C=C2)C(C)(C)C)C=C1,,,,0,0,1,,,
5679,CN1CC(=O)N2C(Cc3c([nH]c4ccccc34)C2c2ccc3OCOc3c2)C1=O,0,0,0,0,0,0,0,0,1
5680,COCCO[Si](OCCOC)(OCCOC)C=C,0,0,,0,0,,0,0,
5681,CCCCC(CC)COC(C)=O,,,,,,,0,0,0
5682,COC(=O)NC1=CC(Cl)=C(Cl)C=C1,0,0,0,0,0,0,0,0,0
5683,CC(CCCC(C)(C)O)CC=O,0,0,0,0,0,0,0,0,0
5684,OC(=O)C(CC(=O)N1CC2CCCCC2C1)Cc1ccccc1,0,0,0,0,0,0,0,0,0
5685,COC1=NC(C)=NC(Cl)=C1NC1=NCCN1,0,0,0,0,0,0,0,0,0
5686,CC12CCC3C(CCc4cc(O)ccc43)C1CC(O)C2=O,1,1,1,1,1,1,,,
5687,CCCCCCCCN1CCCC1=O,0,0,0,0,0,0,0,0,0
5688,CCCCCCC[N+](CC)(CC)CCCCC1=CC=C(Cl)C=C1,,,,0,0,0,,,
5689,CC1(C)CC2C3C(=O)C=C4C5(C)C=C(C#N)C(=O)C(C)(C)C5CCC4(C)C3(C)CCC2(CC1)C(=O)OC,,,,,,,1,0,
5690,CC(O)C(CO)C(C)O,0,0,0,0,0,0,0,0,0
5691,CC[N+]1(C)CCCC(C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,0,0,0,0,0,0,0,0,1
5692,CC(C)C(N)C(=O)OCC(CO)OC[n]1c[n]c2C(=O)N=C(N)Nc12,0,0,0,0,0,0,0,0,0
5693,NC1CCN(CC1)C1=NC(Cl)=CC=C1,0,0,0,0,0,0,0,0,0
5694,OC(=O)C1=CC=CC=C1,,,,,,,0,0,0
5695,OCC(S)CS,0,0,0,0,0,0,0,0,0
5696,CCCCS,0,0,0,0,0,0,0,0,0
5697,CCCCCCCCCCCCCCC(O)=O,,,,,,,0,0,0
5698,CSSC,0,0,0,0,0,0,0,0,0
5699,CCOC(=O)CN1C(=O)SC2=CC=CC(Cl)=C12,0,0,0,0,0,0,0,0,0
5700,COC1=CC(=CC=C1O)C(=S)N1CCOCC1,0,0,0,0,0,0,0,0,0
5701,OCC1OC(O)C(O)C(O)C1O,0,0,0,0,0,0,0,0,0
5702,CN(C)CCC(O)(C1=CC=CC=C1)C1=CC=CC=C1Cl,0,0,0,0,0,0,0,0,1
5703,CN(CC(CC[N+]12CCC(CC1)(CC2)C1CCCCC1)c1cc(Cl)c(Cl)cc1)C(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,,,,0,0,,,,
5704,CC(C)(C)C1=CC=C(N)C=C1,,,,0,0,0,0,0,0
5705,CCC(C)CCCC(C)(C)O,,,,,,,0,0,0
5706,CCCCCOC(=O)CCCCC,0,0,0,0,0,0,0,0,0
5707,CC(=O)OC1CN2CCC1CC2,0,0,0,0,0,0,0,0,0
5708,OCCC1=CC=CC=C1,0,0,0,0,0,0,0,0,0
5709,FC1=CC=C(OC2=CC=NC3=CC(Cl)=CC(Cl)=C23)C=C1,,,,0,0,1,,,
5710,COC(=O)CC(C)=O,0,0,0,0,0,0,0,0,0
5711,OS(=O)(=O)C1=CC(=CC=C1)S(O)(=O)=O,0,0,0,0,0,0,0,0,0
5712,NCCC(O)(P(O)(O)=O)P(O)(O)=O,0,0,,0,0,,0,0,
5713,CC(C)C1(O)CCC(C)=CC1,,,,,,,0,0,0
5714,CC1=CC=C(Cl)C=C1N,0,0,0,0,0,0,0,0,0
5715,CN(C)CCCC1(OCC2=CC(=CC=C12)C#N)C1=CC=C(F)C=C1,0,0,0,0,0,0,0,0,1
5716,CCCCCC=CCC1CC(=O)OC1=O,0,,0,0,,0,0,,0
5717,[O-][N+](=O)C1=CC=C2NN=CC2=C1,0,0,0,0,0,0,0,0,0
5718,CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,,,,,,,0,0,
5719,CN(C)CCC=C1C2=CC=CC=C2SC2=CC=C(Cl)C=C12,0,0,1,0,0,0,0,0,1
5720,CC1CC(CC(C)(C)C1)OC(=O)C1=C(O)C=CC=C1,0,1,1,0,1,1,0,1,1
5721,NCCOS(O)(=O)=O,0,0,0,0,0,0,0,0,0
5722,CC1(C)C2CC1C(=C)CC2,0,0,0,0,0,0,0,0,0
5723,NC(CC1=CC(O)=C(O)C=C1)C(O)=O,0,0,0,0,0,0,0,0,0
5724,NC(=N)C1=CC=C(OCCCOC2=CC=C(C=C2)C(N)=N)C=C1,0,0,1,0,0,0,0,0,1
5725,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,,,,,,,0,0,
5726,CC(=C)C1CC2(C)C(C)CC(=O)C=C2CC1,0,1,1,0,1,1,0,1,0
5727,CC(N=O)C(C)N=O,0,0,0,0,0,0,0,,0
5728,ClC1=CC2=C(CN3CCCCCC3=N2)C(Cl)=C1,,,,,,,0,0,1
5729,OCCOC1=CC=C(OCCO)C=C1,0,0,0,0,0,0,0,0,0
5730,CC(CC=O)CC(C)(C)C,0,0,0,0,0,0,0,0,0
5731,CCCCCC=CCC=CCCCCCCCC(=O)OC,,,,0,0,0,,,
5732,CC(C)C1=CC=C(C=O)C=C1,0,0,0,0,0,0,0,0,0
5733,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,0,0,,0,0,,0,0,
5734,COC1=CC=C(C=C1)C1=COC2=C(C(O)=CC(O)=C2)C1=O,1,1,1,1,1,1,,,
5735,NC1=CC=C(C(O)=O)C(O)=C1,0,0,0,0,0,0,0,0,0
5736,CN1C(=O)COC2=C(C=C(Cl)C=C12)C(=O)NC1CN2CCC1CC2,0,0,0,0,0,0,0,0,0
5737,CC1=CCC(CC1)C(C)(C)O,0,0,0,0,0,0,0,0,0
5738,O=C(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,0,1,0,0,1,1,0,1,0
5739,CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)C1=CC=CC=C1,,,,0,0,0,1,0,1
5740,Cc1cc(C)[nH]c1C=C1C(=O)Nc2ccccc12,,,,0,,0,,,
5741,NC1CCN(C1)C1=NC2=C(C=C1F)C(=O)C(=CN2C1=CC=C(F)C=C1F)C(O)=O,0,0,0,0,0,0,0,0,
5742,CC(C)(NC1=NC(Cl)=NC(NC2CC2)=N1)C#N,0,0,0,0,0,0,0,0,0
5743,NC(=O)NS(=O)(=O)C1=CC=C(N)C=C1,,,,,,,0,0,0
5744,CCCN1C=C[N+](C)=C1,,,,0,0,0,0,0,0
5745,SC1CCCC1,0,0,0,0,0,0,0,0,0
5746,O=C1CC=NC(=S)N1,0,0,0,0,0,0,0,0,0
5747,C1CCC(CC1)C1CCCCC1,0,1,0,0,1,1,0,1,0
5748,COP(=O)(OC)OC,0,0,0,0,0,0,0,0,0
5749,C1CN(CCN1)C1=CC=CC2=C1OCCO2,0,0,0,0,0,0,0,0,0
5750,CCC=C(c1c[s]c(N)[n]1)C(=O)NC1C2SCC(COC(N)=O)=C(C(=O)OCOC(=O)C(C)(C)C)N2C1=O,0,,,0,,,0,,
5751,NC1C2CN(CC21)c1[n]c2c(cc1F)C(=O)C(=CN2c1ccc(F)cc1F)C(O)=O,,,,,,,0,0,
5752,CCC1=C(N(C(C)COC)C(=O)CCl)C(C)=CC=C1,,,,0,0,0,0,0,1
5753,CCCCCCCCCCC=CC1CC(=O)OC1=O,,,,0,0,0,,,
5754,CC(CO)NC(=O)C1CN(C)C2Cc3c[nH]c4cccc(c34)C2=C1,0,0,0,0,0,0,0,0,0
5755,COC(=O)C1=C(C)C=CC=C1,0,0,0,0,0,0,0,0,0
5756,OC(=O)C1=C(OC(=O)C2=C(O)C=CC=C2)C=CC=C1,,,,,,,0,1,0
5757,CC1=CC(=CC=C1N)C(C1=CC=C(N)C=C1)=C1C=CC(=N)C=C1,,,,0,,1,,,
5758,CC(C)CC(C)O,0,0,0,0,0,0,0,0,0
5759,O=C(NNCNNC(=O)C1=CC=NC=C1)C1=CC=NC=C1,0,0,0,0,0,0,0,0,0
5760,OC1=CC=C(C=C1)C1(CC2CC1C1CCCC21)C1=CC=C(O)C=C1,1,1,1,,,,1,1,1
5761,COP(=S)(OC)OC1=CC=C(SC2=CC=C(OP(=S)(OC)OC)C=C2)C=C1,1,1,,,,,,,
5762,CCOC1=CC=C(NC(=O)CC(C)=O)C=C1,0,0,0,0,0,0,0,0,0
5763,N#CC1(CCCCC1)N1CCCCC1,0,0,0,0,0,0,0,0,0
5764,OC(=O)CCCC=CCC1C(C=CC(O)COc2cc(ccc2)C(F)(F)F)C(O)CC1O,,,,,,,0,,0
5765,C[N+]1=CN(CC=C)C=C1,0,0,0,0,0,0,0,0,0
5766,NC(=O)Nc1ccc(cc1)[As](O)(O)=O,0,0,0,0,,0,0,0,0
5767,CCC12CCC3C4CCC(=O)C=C4CCC3C1CCC2(O)C#C,1,1,1,1,1,1,0,1,1
5768,CCCCCCCC(O)=O,0,0,0,0,0,0,0,0,0
5769,CCN1CCC2(COC3=C2C=C2N(CCC2=C3)C(=O)C2=CC=C(C=C2)C2=CC=C(C=C2C)C2=NN=C(C)O2)CC1,,,,0,0,,1,0,
5770,CC(=O)C1=C(C)C(=C(C(=C1C)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,0,0,0,0,0,0,0,0,1
5771,CC(N)C(O)C1=CC(O)=CC=C1,0,0,0,0,0,0,0,0,0
5772,CCCCCCCCN1C=C[N+](C)=C1,1,0,0,0,0,0,1,0,0
5773,OC1=CC(O)=C(C=C1)C(=O)C1=CC=C(O)C=C1O,1,1,1,1,1,1,0,1,0
5774,CC(C)CC(NC(C)=O)C(O)=O,0,0,0,0,0,0,0,0,0
5775,OC1=CC=C(Cl)C=C1,0,1,1,0,1,0,0,1,0
5776,CC1=CC=C(C=C1)C(=O)C1=CC=CC=C1,,,,0,1,1,0,1,0
5777,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,0,1,1,0,1,1,0,1,0
5778,OCC(CO)(CO)CO,0,0,0,0,0,0,0,0,0
5779,CCN(CC)C(=O)C(C)OC1=C2C=CC=CC2=CC=C1,0,0,0,0,0,0,0,0,1
5780,CCOC(=O)C(=O)OCC,0,0,0,0,0,0,0,0,0
5781,CC1=CC=C(C=C1C)S(O)(=O)=O,0,0,0,0,0,0,0,0,0
5782,OC(CCN1CCCC1)(C1CCCCC1)C1=CC=CC=C1,0,0,0,0,0,0,0,0,1
5783,FC1=CC=C(NC(=O)C2=C(OC3=CC(=CC=C3)C(F)(F)F)N=CC=C2)C(F)=C1,0,0,0,0,0,0,0,0,1
5784,ClC1=CC=C(C=C1)C1=C(NC(=O)C2=C(Cl)N=CC=C2)C=CC=C1,0,0,0,0,0,0,0,0,1
5785,CCC12CC(=O)[n]3c4C1N(CCc4c1ccccc31)CCC2,0,0,0,0,0,0,0,0,1
5786,CCOP(=O)(OCC)OC1=CC=C(C=C1)[N+]([O-])=O,,,,0,0,0,,,
5787,CCCCC=CCCCCO,0,0,0,0,0,0,0,0,0
